ID,Region/Country/Area,Year,Series,Value,Footnotes
28,Antigua and Barbuda,2010,Population annual rate of increase (percent),1.2,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2010,Total fertility rate (children per women),2.2,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2010,"Infant mortality for both sexes (per 1,000 live births)",10,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2010,Life expectancy at birth for both sexes (years),75,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2010,Life expectancy at birth for males (years),72.6,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2010,Life expectancy at birth for females (years),77.4,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2015,Population annual rate of increase (percent),1.1,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2015,Total fertility rate (children per women),2.1,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2015,"Infant mortality for both sexes (per 1,000 live births)",9.1,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2015,Life expectancy at birth for both sexes (years),75.8,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2015,Life expectancy at birth for males (years),73.3,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2015,Life expectancy at birth for females (years),78.2,Data refers to a 5-year period preceding the reference year.
32,Argentina,2005,Population annual rate of increase (percent),1.1,Data refers to a 5-year period preceding the reference year.
32,Argentina,2005,Total fertility rate (children per women),2.5,Data refers to a 5-year period preceding the reference year.
32,Argentina,2005,"Infant mortality for both sexes (per 1,000 live births)",15,Data refers to a 5-year period preceding the reference year.
32,Argentina,2005,"Maternal mortality ratio (deaths per 100,000 population)",58,
32,Argentina,2005,Life expectancy at birth for both sexes (years),74.3,Data refers to a 5-year period preceding the reference year.
32,Argentina,2005,Life expectancy at birth for males (years),70.6,Data refers to a 5-year period preceding the reference year.
32,Argentina,2005,Life expectancy at birth for females (years),78.1,Data refers to a 5-year period preceding the reference year.
32,Argentina,2010,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
32,Argentina,2010,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
32,Argentina,2010,"Infant mortality for both sexes (per 1,000 live births)",14.6,Data refers to a 5-year period preceding the reference year.
32,Argentina,2010,"Maternal mortality ratio (deaths per 100,000 population)",58,
32,Argentina,2010,Life expectancy at birth for both sexes (years),75.2,Data refers to a 5-year period preceding the reference year.
32,Argentina,2010,Life expectancy at birth for males (years),71.3,Data refers to a 5-year period preceding the reference year.
32,Argentina,2010,Life expectancy at birth for females (years),79,Data refers to a 5-year period preceding the reference year.
32,Argentina,2015,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
32,Argentina,2015,Total fertility rate (children per women),2.3,Data refers to a 5-year period preceding the reference year.
32,Argentina,2015,"Infant mortality for both sexes (per 1,000 live births)",13.7,Data refers to a 5-year period preceding the reference year.
32,Argentina,2015,"Maternal mortality ratio (deaths per 100,000 population)",52,
32,Argentina,2015,Life expectancy at birth for both sexes (years),76,Data refers to a 5-year period preceding the reference year.
32,Argentina,2015,Life expectancy at birth for males (years),72.2,Data refers to a 5-year period preceding the reference year.
32,Argentina,2015,Life expectancy at birth for females (years),79.8,Data refers to a 5-year period preceding the reference year.
51,Armenia,2005,Population annual rate of increase (percent),-0.6,Data refers to a 5-year period preceding the reference year.
51,Armenia,2005,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
51,Armenia,2005,"Infant mortality for both sexes (per 1,000 live births)",27,Data refers to a 5-year period preceding the reference year.
51,Armenia,2005,"Maternal mortality ratio (deaths per 100,000 population)",40,
51,Armenia,2005,Life expectancy at birth for both sexes (years),72.4,Data refers to a 5-year period preceding the reference year.
51,Armenia,2005,Life expectancy at birth for males (years),69.1,Data refers to a 5-year period preceding the reference year.
51,Armenia,2005,Life expectancy at birth for females (years),75.3,Data refers to a 5-year period preceding the reference year.
51,Armenia,2010,Population annual rate of increase (percent),-0.7,Data refers to a 5-year period preceding the reference year.
51,Armenia,2010,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
51,Armenia,2010,"Infant mortality for both sexes (per 1,000 live births)",21,Data refers to a 5-year period preceding the reference year.
51,Armenia,2010,"Maternal mortality ratio (deaths per 100,000 population)",33,
51,Armenia,2010,Life expectancy at birth for both sexes (years),72.7,Data refers to a 5-year period preceding the reference year.
51,Armenia,2010,Life expectancy at birth for males (years),69.4,Data refers to a 5-year period preceding the reference year.
51,Armenia,2010,Life expectancy at birth for females (years),75.8,Data refers to a 5-year period preceding the reference year.
51,Armenia,2015,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
51,Armenia,2015,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
51,Armenia,2015,"Infant mortality for both sexes (per 1,000 live births)",13.2,Data refers to a 5-year period preceding the reference year.
51,Armenia,2015,"Maternal mortality ratio (deaths per 100,000 population)",25,
51,Armenia,2015,Life expectancy at birth for both sexes (years),74,Data refers to a 5-year period preceding the reference year.
51,Armenia,2015,Life expectancy at birth for males (years),70.6,Data refers to a 5-year period preceding the reference year.
51,Armenia,2015,Life expectancy at birth for females (years),77,Data refers to a 5-year period preceding the reference year.
533,Aruba,2005,Population annual rate of increase (percent),1.9,Data refers to a 5-year period preceding the reference year.
533,Aruba,2005,Total fertility rate (children per women),1.8,Data refers to a 5-year period preceding the reference year.
533,Aruba,2005,"Infant mortality for both sexes (per 1,000 live births)",17.8,Data refers to a 5-year period preceding the reference year.
533,Aruba,2005,Life expectancy at birth for both sexes (years),74,Data refers to a 5-year period preceding the reference year.
533,Aruba,2005,Life expectancy at birth for males (years),71.5,Data refers to a 5-year period preceding the reference year.
533,Aruba,2005,Life expectancy at birth for females (years),76.4,Data refers to a 5-year period preceding the reference year.
533,Aruba,2010,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
533,Aruba,2010,Total fertility rate (children per women),1.8,Data refers to a 5-year period preceding the reference year.
533,Aruba,2010,"Infant mortality for both sexes (per 1,000 live births)",16.2,Data refers to a 5-year period preceding the reference year.
533,Aruba,2010,Life expectancy at birth for both sexes (years),74.7,Data refers to a 5-year period preceding the reference year.
533,Aruba,2010,Life expectancy at birth for males (years),72.2,Data refers to a 5-year period preceding the reference year.
533,Aruba,2010,Life expectancy at birth for females (years),77.1,Data refers to a 5-year period preceding the reference year.
533,Aruba,2015,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
533,Aruba,2015,Total fertility rate (children per women),1.8,Data refers to a 5-year period preceding the reference year.
533,Aruba,2015,"Infant mortality for both sexes (per 1,000 live births)",14.8,Data refers to a 5-year period preceding the reference year.
533,Aruba,2015,Life expectancy at birth for both sexes (years),75.4,Data refers to a 5-year period preceding the reference year.
533,Aruba,2015,Life expectancy at birth for males (years),72.9,Data refers to a 5-year period preceding the reference year.
533,Aruba,2015,Life expectancy at birth for females (years),77.8,Data refers to a 5-year period preceding the reference year.
36,Australia,2005,Population annual rate of increase (percent),1.2,"Data refers to a 5-year period preceding the reference year.;Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
36,Australia,2005,Total fertility rate (children per women),1.8,"Data refers to a 5-year period preceding the reference year.;Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
36,Australia,2005,"Infant mortality for both sexes (per 1,000 live births)",4.9,"Data refers to a 5-year period preceding the reference year.;Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
36,Australia,2005,"Maternal mortality ratio (deaths per 100,000 population)",7,
36,Australia,2005,Life expectancy at birth for both sexes (years),80.3,"Data refers to a 5-year period preceding the reference year.;Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island."
